GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,R
Lineups,-200755-203488-203954-204456-1627788-,J. Redick - M. Muscala - J. Embiid - T. McConnell - F. Korkmaz,1610612755,PHI,14,11,3,0.786,63,121.3,116.1,100.5,98.5,20.7,17.5,0.648,3.89,18.4,0.299,0.803,0.539,0.066,0.522,0.58,101.4,104.73,87.28,137,0.641,219,113,13118,4688,247,4758,6064,4783,5413,635,5052,5023,5269,4862,6486,5894,5848,8646,4403,6.002166666666667
Lineups,-1626164-1626166-1628969-1629028-1629661-,D. Booker - C. Payne - M. Bridges - D. Ayton - C. Johnson,1610612756,PHX,22,15,7,0.682,56,120.2,115.8,113.2,109.4,7,6.4,0.571,2.29,19.2,0.32,0.78,0.55,0.117,0.59,0.606,97.3,100.83,84.02,120,0.529,36,27,14679,5251,207,5136,8340,5871,6416,1819,5093,4654,6102,4760,8307,5004,5605,9780,6265,6.000000000000001
Lineups,-201942-1627749-1627751-1628401-1629640-,D. DeRozan - D. Murray - J. Poeltl - D. White - K. Johnson,1610612759,SAS,24,12,12,0.5,333,118.4,117.9,112.1,111.9,6.2,6,0.579,2.75,19.7,0.258,0.751,0.509,0.1,0.562,0.587,99.8,100.07,83.39,693,0.533,28,46,14798,6055,12,4862,8635,5901,6400,1426,4931,5386,6378,5573,7547,5608,6044,10124,6203,6
Lineups,-1630581-1630598-1631096-1631114-1641717-,J. Giddey - A. Wiggins - C. Holmgren - J. Williams - C. Wallace,1610612760,OKC,16,11,5,0.688,86,123.8,121.2,116.8,118.3,6.9,2.9,0.629,2.55,22.8,0.167,0.625,0.429,0.123,0.649,0.664,99.5,99.84,83.2,179,0.536,133,99,15354,5374,136,5189,9627,6508,6765,1902,3797,8204,9373,9614,8907,4318,4827,10612,6516,5.987333333333334
Lineups,-203486-1626179-1628970-1628998-1630163-,M. Plumlee - T. Rozier - M. Bridges - C. Martin - L. Ball,1610612766,CHA,29,18,11,0.621,147,121.9,121.5,112,110.2,9.8,11.4,0.717,2.36,22.3,0.311,0.732,0.524,0.139,0.606,0.628,98,98.98,82.48,302,0.555,15,14,17350,6942,56,5162,9994,6443,5038,1995,3703,5953,8212,6323,10573,5328,5713,11976,6913,5.986333333333333
Lineups,-203915-1627827-1628969-1629661-1630549-,S. Dinwiddie - D. Finney-Smith - M. Bridges - C. Johnson - D. Sharpe,1610612751,BKN,14,8,6,0.571,59,131.1,129.2,90,87.7,41.2,41.5,0.534,2.82,17.5,0.426,0.821,0.633,0.092,0.565,0.6,96.5,98.52,82.1,120,0.724,183,219,15552,6181,234,4226,5153,3467,7957,1753,6852,3552,5367,3331,7752,6107,6453,11212,3652,5.98
Lineups,-203081-203468-203496-203994-1627884-,D. Lillard - C. McCollum - R. Covington - J. Nurkic - D. Jones Jr.,1610612757,POR,15,9,6,0.6,208,114.2,114.4,107.3,106.8,6.9,7.5,0.623,2.28,19.2,0.201,0.768,0.483,0.114,0.578,0.598,101.6,101.77,84.8,439,0.525,101,100,14594,5818,29,5239,8082,5776,5867,1828,5088,6538,6288,7918,8254,5244,5814,9358,6320,5.9705
Lineups,-201152-202066-202696-1629632-1630172-,T. Young - G. Temple - N. Vucevic - C. White - P. Williams,1610612741,CHI,11,4,7,0.364,56,132.9,131.9,101.5,97.4,31.4,34.5,0.644,5.43,21.3,0.338,0.839,0.57,0.059,0.583,0.603,98,100.38,83.65,119,0.627,211,534,14679,7825,206,3475,5902,3583,5606,200,3774,3573,5089,4387,6438,5060,5656,9987,4604,5.960666666666667
Lineups,-203084-1627734-1628368-1628370-1628989-,H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Huerter,1610612758,SAC,24,15,9,0.625,73,132.5,130.4,116.3,116.1,16.1,14.3,0.536,1.76,16.5,0.29,0.646,0.493,0.123,0.623,0.695,106,106.98,89.15,171,0.608,42,29,16685,6683,174,4353,9886,5874,7838,3464,7829,6019,9697,8850,9204,5321,4434,8045,5565,5.9345
Lineups,-202710-203482-1628389-1629130-1629639-,J. Butler - K. Olynyk - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,13,5,8,0.385,96,119.1,118.8,101.7,101,17.4,17.8,0.686,2.68,20.8,0.237,0.821,0.556,0.109,0.565,0.607,100.9,101.39,84.5,202,0.611,134,370,14735,7806,93,4755,7708,4879,4548,1458,3898,6193,5414,4534,7918,5485,5573,9535,4842,5.926333333333333
Lineups,-200746-201988-202722-203937-1627749-,L. Aldridge - P. Mills - D. Bertans - K. Anderson - D. Murray,1610612759,SAS,13,6,7,0.462,58,99.2,101.7,85.9,84,13.3,17.6,0.625,2.5,18.1,0.242,0.761,0.511,0.1,0.477,0.5,99.8,99.64,83.03,120,0.588,290,410,13585,7037,274,5527,4734,4425,4943,1306,4777,5860,5917,5219,6663,7289,7451,9103,4862,5.920000000000001
Lineups,-201571-202696-203082-203095-203932-,D. Augustin - N. Vucevic - T. Ross - E. Fournier - A. Gordon,1610612753,ORL,50,26,24,0.52,238,110.6,107.1,105,100.4,5.7,6.7,0.662,1.93,18.9,0.259,0.74,0.503,0.134,0.549,0.581,98.4,102.28,85.23,521,0.542,7,11,14837,5929,34,5771,7960,5775,5375,2827,4867,5569,6904,5469,8924,5410,5827,9773,5910,5.896833333333333
Lineups,-201939-203110-203952-1626162-1629308-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - J. Toscano-Anderson,1610612744,GSW,14,7,7,0.5,149,117.7,118.3,107.7,108.4,10,9.9,0.757,2.04,22.9,0.231,0.765,0.524,0.159,0.617,0.645,106.9,106.21,88.51,327,0.57,118,190,14679,6055,46,4791,8251,5590,3697,1971,3146,6224,6298,5356,9917,4496,4655,7379,5556,5.896
Lineups,-200768-202710-1628997-1629639-1630209-,K. Lowry - J. Butler - C. Martin - T. Herro - O. Yurtseven,1610612748,MIA,3,1,2,0.333,52,118.1,121.6,104.8,108.9,13.3,12.7,0.583,2.33,18.3,0.411,0.679,0.541,0.118,0.524,0.558,96.9,93.67,78.06,102,0.578,2316,3401,13953,9264,264,5160,9820,6315,7466,1996,6174,3757,8984,5958,9598,7144,7811,14276,6448,5.894
Lineups,-200768-200782-1628389-1629130-1629639-,K. Lowry - P. Tucker - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,7,3,4,0.429,62,107.3,110.1,98,99.2,9.3,10.9,0.528,1.4,15.6,0.329,0.701,0.511,0.155,0.496,0.537,101,99.07,82.56,129,0.545,612,956,16599,9025,210,6713,7049,6503,8045,4278,8053,5848,8717,6565,11427,9292,8329,11927,7109,5.876
Lineups,-101161-200755-203496-203967-1627732-,A. Johnson - J. Redick - R. Covington - D. Saric - B. Simmons,1610612755,PHI,24,13,11,0.542,108,108.1,106.7,97.9,98.7,10.2,8,0.641,1.59,19,0.257,0.81,0.548,0.165,0.552,0.574,101.6,101.78,84.82,224,0.545,64,82,13818,5542,111,5162,5935,5263,4847,2948,4285,5174,5045,4438,9103,4922,5501,8198,5524,5.8693333333333335
Lineups,-203992-1629027-1630168-1630180-1630552-,B. Bogdanovic - T. Young - O. Okongwu - S. Bey - J. Johnson,1610612737,ATL,19,10,9,0.526,136,122.8,123,108.3,109.3,14.4,13.7,0.677,2.25,21,0.313,0.74,0.54,0.133,0.595,0.635,106.2,105.65,88.04,300,0.581,87,128,15795,6298,67,5014,8418,5626,5450,2268,4648,5667,7168,5460,9451,5450,5428,7681,5650,5.85
Lineups,-101162-202322-202693-203078-203490-,M. Gortat - J. Wall - M. Morris - B. Beal - O. Porter Jr.,1610612764,WAS,18,10,8,0.556,197,107.2,108.7,101.6,100,5.6,8.7,0.674,1.9,20.3,0.256,0.781,0.528,0.15,0.537,0.566,101.1,101.26,84.39,414,0.552,193,180,12494,5084,57,4254,5788,4816,3518,2204,2887,5107,4859,4497,7892,4420,4963,7177,5128,5.847999999999999
Lineups,-201143-1627759-1627763-1628369-1628401-,A. Horford - J. Brown - M. Brogdon - J. Tatum - D. White,1610612738,BOS,16,12,4,0.75,48,112.3,109.2,114.3,107.2,-2,2,0.512,1.83,16.2,0.111,0.766,0.446,0.11,0.576,0.613,105.8,110.81,92.34,109,0.484,104,56,15955,5692,302,7100,8752,6961,7947,3387,7889,9127,6750,9747,8658,6280,6567,6280,8120,5.846166666666667
Lineups,-201950-203114-203507-1626171-1626192-,J. Holiday - K. Middleton - G. Antetokounmpo - B. Portis - P. Connaughton,1610612749,MIL,15,11,4,0.733,57,122,120.6,109.3,104.9,12.7,15.8,0.6,1.36,17.3,0.327,0.766,0.569,0.175,0.622,0.657,102.2,104.89,87.4,126,0.584,110,59,16599,6205,233,5225,9441,6055,6993,4333,6800,5849,7194,5344,12309,5084,5083,8892,6343,5.846
Lineups,-1628378-1628386-1629622-1629636-1629731-,D. Mitchell - J. Allen - M. Strus - D. Garland - D. Wade,1610612739,CLE,9,6,3,0.667,55,119.5,120.7,99.6,100.9,19.9,19.8,0.647,2.36,20.1,0.273,0.698,0.481,0.121,0.593,0.624,102.6,101.51,84.59,116,0.634,486,376,14293,5383,256,5230,7743,5098,6577,2165,4879,6213,7782,8544,8859,5481,5770,9818,4796,5.844666666666667
Lineups,-203991-203992-1628381-1629027-1629631-,C. Capela - B. Bogdanovic - J. Collins - T. Young - D. Hunter,1610612737,ATL,16,6,10,0.375,246,116.4,118,111.7,111.4,4.8,6.7,0.584,2.18,19.2,0.289,0.755,0.528,0.124,0.567,0.589,98.2,97.69,81.41,499,0.528,99,288,17335,9225,28,5647,10156,6891,7464,2173,5821,6194,7263,6230,9773,6280,6857,12620,7451,5.8415
Lineups,-202339-1626195-1627742-1628366-1629627-,E. Bledsoe - W. Hernangomez - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,13,5,8,0.385,126,117.5,118.6,107.1,105.7,10.5,12.9,0.587,1.82,18.4,0.275,0.769,0.521,0.14,0.577,0.605,106.9,107.08,89.24,279,0.551,134,370,14735,7806,59,4780,7974,5295,6344,3036,5400,5202,6250,5404,9113,5249,5616,7001,5872,5.838000000000001
Lineups,-1628392-1628404-1628973-1628978-1630173-,I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - P. Achiuwa,1610612752,NYK,12,8,4,0.667,189,118.8,119.5,112.4,113,6.4,6.4,0.605,2.2,18.9,0.33,0.726,0.525,0.124,0.544,0.578,94.3,93.77,78.14,370,0.553,265,219,15028,5383,38,5504,8899,6265,7023,2346,6129,5585,7333,5801,8924,6589,7007,13026,6190,5.825000000000001
Lineups,-2571-2733-2738-201578-203084-,L. Barbosa - S. Livingston - A. Iguodala - M. Speights - H. Barnes,1610612744,GSW,25,23,2,0.92,88,99.9,95.7,104.3,100.5,-4.4,-4.9,0.652,1.72,17.2,0.294,0.714,0.503,0.135,0.453,0.517,98.1,102.09,85.08,185,0.481,82,30,9128,3770,162,6568,7382,6965,4297,2400,4466,4601,6069,4829,7241,6742,6107,6875,6263,5.820833333333333
Lineups,-203087-203200-203926-204456-1627734-,J. Lamb - J. Holiday - D. McDermott - T. McConnell - D. Sabonis,1610612754,IND,16,8,8,0.5,63,120.8,114.3,101.7,96.4,19.1,17.9,0.695,2.93,20.8,0.169,0.724,0.444,0.095,0.583,0.631,104.1,109.99,91.66,147,0.609,113,176,13655,5655,187,4660,5634,4440,3957,1155,3350,6857,6664,8016,6608,4619,4405,6150,4585,5.819999999999999
Lineups,-201572-201950-203507-1626192-1628960-,B. Lopez - J. Holiday - G. Antetokounmpo - P. Connaughton - G. Allen,1610612749,MIL,32,24,8,0.75,232,118,116.5,111.8,110.3,6.2,6.2,0.601,2.11,19.1,0.268,0.825,0.55,0.126,0.584,0.599,104.4,105.77,88.14,516,0.533,18,7,16639,5692,34,6177,9127,6636,6807,2148,5873,6427,5840,5500,9627,6024,6971,8616,6982,5.808
Lineups,-201573-203496-203954-203967-1627732-,J. Bayless - R. Covington - J. Embiid - D. Saric - B. Simmons,1610612755,PHI,12,9,3,0.75,48,110.1,108.6,102,97.1,8.1,11.5,0.69,1.81,19.7,0.311,0.813,0.57,0.152,0.546,0.584,99.7,102.89,85.74,105,0.598,341,206,12116,4358,355,4988,5864,4944,3859,2619,4114,4475,5018,4049,8802,5027,5253,7630,4755,5.807499999999999
Lineups,-201567-1626224-1627747-1629636-1630596-,K. Love - C. Osman - C. LeVert - D. Garland - E. Mobley,1610612739,CLE,15,8,7,0.533,59,110.8,109.1,101.3,102.5,9.6,6.6,0.574,1.5,17.2,0.2,0.689,0.468,0.149,0.553,0.605,99.4,99.63,83.02,121,0.554,125,143,16565,7025,230,7102,8374,6602,7354,3821,6864,7795,8368,9258,10609,6862,6750,11657,6593,5.801666666666666
Lineups,-202339-203089-203114-203503-203507-,E. Bledsoe - J. Henson - K. Middleton - T. Snell - G. Antetokounmpo,1610612749,MIL,45,26,19,0.578,606,111.2,110.8,104.2,105,7,5.8,0.587,1.76,18.6,0.192,0.729,0.486,0.14,0.57,0.604,98.5,98.34,81.95,1241,0.544,7,11,13903,5431,5,4740,7870,5444,5541,2668,4452,6731,6789,7413,8222,4623,4813,9643,5538,5.8
Lineups,-202704-203484-203932-203999-1629008-,R. Jackson - K. Caldwell-Pope - A. Gordon - N. Jokic - M. Porter Jr.,1610612743,DEN,55,37,18,0.673,444,112.9,111.1,109.1,105.3,3.8,5.8,0.707,2.39,21,0.264,0.783,0.518,0.125,0.548,0.578,102.2,104.85,87.38,979,0.523,2,2,15893,5382,11,6495,8001,6299,5217,2151,4650,6352,6050,5937,8926,6516,7009,8098,6780,5.8
Lineups,-200746-200752-201158-201988-202722-,L. Aldridge - R. Gay - M. Belinelli - P. Mills - D. Bertans,1610612759,SAS,24,17,7,0.708,59,116.8,113.2,95.7,93.1,21.1,20.1,0.582,3.56,17.7,0.242,0.841,0.557,0.066,0.53,0.584,105,108.06,90.05,136,0.635,47,38,14568,4992,270,5045,5696,4521,6246,668,5433,6347,4794,4401,6487,5767,5671,7205,4497,5.793333333333333
Lineups,-203078-204001-1628398-1628420-1630166-,B. Beal - K. Porzingis - K. Kuzma - M. Morris - D. Avdija,1610612764,WAS,18,9,9,0.5,157,119.8,123.1,112.6,111.3,7.2,11.7,0.646,2.26,20.5,0.288,0.765,0.533,0.129,0.583,0.617,100.3,99.52,82.93,325,0.564,79,111,16685,7037,57,5198,9290,6058,6436,2034,4574,6033,6752,5884,9680,6028,6410,11718,6389,5.7875
Lineups,-2754-201188-203210-203584-1626150-,T. Allen - M. Gasol - J. Green - T. Daniels - A. Harrison,1610612763,MEM,10,8,2,0.8,55,107.9,108,82.3,79.3,25.6,28.8,0.641,1.47,16.1,0.322,0.857,0.583,0.152,0.474,0.539,95.9,97.58,81.32,112,0.684,533,267,9493,3921,307,4753,3818,3333,4326,3002,5299,4269,3923,3387,8215,6715,5804,8810,3317,5.782666666666667
Lineups,-201568-203992-1626153-1629027-1630168-,D. Gallinari - B. Bogdanovic - D. Wright - T. Young - O. Okongwu,1610612737,ATL,18,13,5,0.722,54,132.1,123.6,106.1,101.6,26,22,0.42,1.62,13.8,0.182,0.698,0.464,0.106,0.644,0.703,104.4,110.27,91.89,123,0.613,67,38,16937,6221,247,4959,9225,5426,10299,3742,9237,8547,8805,9737,9126,4461,3986,6489,5874,5.782
Lineups,-101141-201572-202083-202339-203114-,E. Ilyasova - B. Lopez - W. Matthews - E. Bledsoe - K. Middleton,1610612749,MIL,24,17,7,0.708,91,111.3,112.4,119.1,113.5,-7.8,-1,0.551,2.04,17.8,0.18,0.829,0.473,0.115,0.559,0.587,109.4,111.55,92.96,209,0.451,32,20,13586,4822,110,4954,8485,7271,6120,1610,5027,6807,4878,7528,7370,5032,5452,5608,7160,5.777333333333333
Lineups,-2555-201571-202683-202713-203079-,N. Collison - D. Augustin - E. Kanter - K. Singler - D. Waiters,1610612760,OKC,6,3,3,0.5,52,93.5,90.5,91.9,92.4,1.7,-1.9,0.6,1.11,14.7,0.309,0.784,0.538,0.181,0.432,0.482,95.7,97.03,80.86,105,0.477,1231,1206,10862,5175,334,7013,5298,6778,4660,3540,5791,4417,4837,4308,8938,7071,7467,8848,6305,5.7725
Lineups,-202330-202714-203497-203918-1626168-,G. Hayward - S. Mack - R. Gobert - R. Hood - T. Lyles,1610612762,UTA,16,8,8,0.5,78,101.7,102.7,86.5,84.7,15.2,18.1,0.527,1.21,14.2,0.367,0.731,0.548,0.164,0.481,0.515,90.5,91.06,75.88,146,0.59,235,276,12494,5175,191,4752,4579,4057,5560,3395,6297,3191,5892,4049,8242,6346,6210,10745,4583,5.766333333333334
Lineups,-2772-201147-201583-201935-203991-,T. Ariza - C. Brewer - R. Anderson - J. Harden - C. Capela,1610612745,HOU,6,3,3,0.5,48,104.5,106,99.2,100,5.3,6,0.703,1.63,18.8,0.226,0.692,0.457,0.16,0.518,0.555,101.9,100.78,83.98,100,0.501,1159,1207,11121,5237,373,4929,5529,5034,3343,2613,3809,5802,6565,7383,8457,4858,5471,7492,5685,5.75
Lineups,-201942-202696-203897-1627936-1630172-,D. DeRozan - N. Vucevic - Z. LaVine - A. Caruso - P. Williams,1610612741,CHI,27,12,15,0.444,201,118.1,116.6,107.8,108.9,10.3,7.7,0.573,2.23,18.1,0.162,0.745,0.462,0.106,0.581,0.629,99.2,99.42,82.85,416,0.547,29,56,16765,8808,41,6173,8932,6489,7359,2078,6518,8738,7589,9371,8596,6203,6048,11764,6714,5.737333333333333
Lineups,-202324-202711-203903-204060-1628378-,D. Favors - B. Bogdanovic - J. Clarkson - J. Ingles - D. Mitchell,1610612762,UTA,30,21,9,0.7,64,107.2,104.4,119.7,109.7,-12.6,-5.3,0.5,1.3,14.9,0.18,0.662,0.434,0.146,0.549,0.579,100.3,106.2,88.5,137,0.426,15,11,14761,5226,175,6291,8379,8095,6899,3929,7424,7085,8865,8924,9595,5839,6262,7381,8081,5.734833333333333
Lineups,-201572-201950-203114-203507-1627854-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - B. Forbes,1610612749,MIL,19,12,7,0.632,67,106.3,110.4,105.9,104.9,0.4,5.5,0.517,1.94,16,0.288,0.737,0.517,0.111,0.504,0.543,105,103.5,86.25,144,0.548,48,46,14679,5774,168,5763,7912,5936,6885,2970,6966,4938,7157,5468,7928,6388,7165,8600,5918,5.728
Lineups,-2564-202330-202714-203497-204060-,B. Diaw - G. Hayward - S. Mack - R. Gobert - J. Ingles,1610612762,UTA,17,11,6,0.647,74,121,121,114.2,110.6,6.8,10.5,0.525,1.48,16.9,0.283,0.735,0.537,0.152,0.595,0.652,89.7,91.13,75.94,138,0.551,194,157,12479,4848,215,3390,7935,4650,5528,2998,4580,4787,5959,4369,8219,3556,3395,11007,5005,5.726
Lineups,-201937-203382-203967-1626162-1626164-,R. Rubio - A. Baynes - D. Saric - K. Oubre Jr. - D. Booker,1610612756,PHX,20,10,10,0.5,245,115.8,117.1,110.7,110.8,5.1,6.4,0.664,1.98,21.1,0.289,0.773,0.534,0.153,0.587,0.615,104.6,103.93,86.61,531,0.535,65,98,13720,5655,24,4354,8184,5407,4980,2575,3234,4763,5655,4702,8808,4440,4886,8488,5709,5.721500000000001
Lineups,-201152-202362-202709-203506-1627734-,T. Young - L. Stephenson - C. Joseph - V. Oladipo - D. Sabonis,1610612754,IND,40,28,12,0.7,116,110.7,105.8,99.3,93.5,11.3,12.2,0.52,1.65,15.3,0.331,0.814,0.567,0.128,0.51,0.549,96.4,101.69,84.74,243,0.563,11,5,13846,4631,105,5251,5596,4896,6101,2875,6263,4378,5015,4058,7897,5519,6176,8223,5200,5.7145
Lineups,-2730-2772-201935-201976-201977-,D. Howard - T. Ariza - J. Harden - P. Beverley - M. Thornton,1610612745,HOU,18,7,11,0.389,65,119.1,119.6,101.1,94.8,18,24.8,0.574,1.63,16.9,0.281,0.696,0.487,0.138,0.587,0.632,97.3,100.16,83.47,138,0.602,193,364,12650,6885,252,3248,5533,3612,5102,2556,4541,4866,6444,6708,7319,3561,3525,7616,4399,5.704000000000001
Lineups,-101133-101145-201588-202331-202730-,I. Mahinmi - M. Ellis - G. Hill - P. George - L. Allen,1610612754,IND,40,24,16,0.6,334,101.6,101.8,94.8,96.1,6.8,5.7,0.549,1.17,15.5,0.309,0.754,0.541,0.181,0.501,0.539,96.9,96.2,80.17,669,0.551,23,21,12748,4818,23,4811,5642,5035,5406,3494,5432,4419,5157,4223,8937,4805,5550,9124,5141,5.7
Lineups,-201572-202339-203114-203507-1627763-,B. Lopez - E. Bledsoe - K. Middleton - G. Antetokounmpo - M. Brogdon,1610612749,MIL,56,43,13,0.768,597,112,112.3,106.2,106.6,5.9,5.7,0.594,1.98,18.6,0.217,0.777,0.51,0.127,0.559,0.591,107.7,107.3,89.42,1343,0.544,5,1,14802,4708,4,5183,8382,5867,6167,2815,5006,6646,5951,5417,8701,5162,5563,7549,5882,5.7
Lineups,-201142-201569-203994-1628960-1629006-,K. Durant - E. Gordon - J. Nurkic - G. Allen - J. Okogie,1610612756,PHX,11,6,5,0.545,74,119.9,121.9,107.9,109.2,12,12.7,0.681,1.68,20.6,0.323,0.769,0.546,0.175,0.606,0.652,102.8,101.34,84.45,160,0.597,316,376,15354,6262,164,5134,8411,5704,5425,3787,4772,5596,6202,5281,11264,5159,5064,9909,5415,5.66
Lineups,-2200-200746-201980-201988-203937-,P. Gasol - L. Aldridge - D. Green - P. Mills - K. Anderson,1610612759,SAS,17,11,6,0.647,156,108.3,107.8,98.2,99.7,10.1,8.2,0.698,3.1,20.8,0.239,0.722,0.493,0.095,0.505,0.536,94.3,93.8,78.17,306,0.584,160,120,13457,5183,72,5053,5958,5254,3815,721,3243,5883,6894,7351,6569,5545,6449,11247,4904,5.651999999999999
Lineups,-204456-1627741-1630167-1630543-1631097-,T. McConnell - B. Hield - O. Toppin - I. Jackson - B. Mathurin,1610612754,IND,13,9,4,0.692,72,128.8,126.5,114,112.9,14.8,13.5,0.671,2.04,22.8,0.327,0.632,0.504,0.161,0.668,0.694,101.5,102.92,85.76,155,0.589,217,164,15028,5369,168,4495,8891,5633,5461,2423,3796,5589,9348,6091,10568,3739,4163,8998,5517,5.638333333333334
Lineups,-201609-201949-202355-203079-203585-,G. Dragic - J. Johnson - H. Whiteside - D. Waiters - R. McGruder,1610612748,MIA,21,15,6,0.714,54,137.1,133.9,111.2,108.7,25.9,25.2,0.583,2.19,21.2,0.341,0.672,0.529,0.139,0.711,0.704,100,102.39,85.32,115,0.622,122,73,12479,4274,316,2290,7732,3526,4967,1380,2713,3300,6717,4494,7659,2089,2550,6860,4051,5.638333333333334
Lineups,-101108-200755-201599-201933-202325-,C. Paul - J. Redick - D. Jordan - B. Griffin - W. Johnson,1610612746,LAC,17,11,6,0.647,100,104.6,103.3,98,95.6,6.6,7.7,0.63,2.13,17.6,0.259,0.745,0.5,0.114,0.494,0.528,97.7,99.54,82.95,210,0.562,215,158,12211,4745,135,4716,5603,4902,4423,1366,4250,5087,5782,4831,6474,6237,5867,7862,4979,5.62
Lineups,-1626167-1627741-1628971-1630169-1630174-,M. Turner - B. Hield - B. Brown - T. Haliburton - A. Nesmith,1610612754,IND,12,6,6,0.5,55,132.3,136.7,126.9,121.1,5.4,15.6,0.541,1.94,18.6,0.314,0.735,0.52,0.133,0.665,0.698,111.3,111.95,93.29,128,0.542,265,376,15552,6304,253,3397,10020,5465,7928,3563,6270,5665,7210,5895,9449,4162,3995,5265,6384,5.609333333333334
Lineups,-202323-202329-202334-203081-1626192-,E. Turner - A. Aminu - E. Davis - D. Lillard - P. Connaughton,1610612757,POR,20,13,7,0.65,53,111.8,110.5,99.1,92.6,12.7,18,0.417,1.54,13.6,0.237,0.807,0.517,0.114,0.548,0.569,102.2,106.42,88.68,114,0.531,110,82,13585,5181,307,4754,5516,4403,8094,2989,7139,5898,5063,5106,7316,5011,5650,6277,5730,5.607
Lineups,-203486-203924-1627750-1628420-1629008-,M. Plumlee - J. Grant - J. Murray - M. Morris - M. Porter Jr.,1610612743,DEN,15,10,5,0.667,54,117.3,116.1,104.6,96.6,12.6,19.5,0.571,1.75,17.5,0.275,0.794,0.561,0.136,0.568,0.618,99.5,104,86.67,118,0.621,137,98,13263,4848,228,4545,5649,4326,5854,2695,5134,5039,5430,4136,8147,4857,4751,8474,4456,5.602333333333333
Lineups,-202330-202681-1626179-1627759-1628464-,G. Hayward - K. Irving - T. Rozier - J. Brown - D. Theis,1610612738,BOS,16,7,9,0.438,56,114.7,109,99.6,98.3,15,10.7,0.653,4.57,18.8,0.254,0.817,0.52,0.057,0.5,0.541,100.7,103.99,86.66,122,0.576,152,305,14715,7602,288,5580,6057,5413,5397,349,4872,5605,5204,5286,6344,6056,6889,9019,5299,5.601333333333333
Lineups,-101107-201587-202689-203077-203469-,M. Williams - N. Batum - K. Walker - M. Kidd-Gilchrist - C. Zeller,1610612766,CHA,47,27,20,0.574,784,106.7,107.7,100.7,102.1,6,5.6,0.655,2.14,18.8,0.24,0.774,0.504,0.121,0.507,0.551,98,96.93,80.77,1579,0.539,5,12,12987,5101,4,4766,7188,5058,4242,1416,3816,5695,5102,4899,6962,4966,5572,9064,5169,5.6
Lineups,-203079-203482-1626159-1626196-1628389-,D. Waiters - K. Olynyk - J. Winslow - J. Richardson - B. Adebayo,1610612748,MIA,11,6,5,0.545,121,125.2,123.4,105.7,109.3,19.5,14,0.664,2.2,22.4,0.209,0.742,0.521,0.141,0.662,0.676,99.2,98.21,81.84,248,0.605,356,398,14236,5896,93,3895,8700,5152,5369,1726,3018,6714,6883,5268,9085,3428,3662,11466,4859,5.5520000000000005
Lineups,-2546-101109-201566-202331-203500-,C. Anthony - R. Felton - R. Westbrook - P. George - S. Adams,1610612760,OKC,24,11,13,0.458,65,108,109.8,102.1,97.8,5.8,12.1,0.5,1.18,14.6,0.294,0.707,0.484,0.167,0.521,0.561,97.4,98.69,82.24,132,0.476,64,120,13865,7053,236,4865,5898,4911,6137,3777,6452,4651,7137,7445,9109,5403,5925,9508,6719,5.548
Lineups,-202699-1626162-1629001-1630178-1630194-,T. Harris - K. Oubre Jr. - D. Melton - T. Maxey - P. Reed,1610612755,PHI,8,6,2,0.75,74,119.8,124.8,112.9,112.2,6.9,12.7,0.5,3.45,18.2,0.234,0.672,0.422,0.072,0.57,0.592,101.4,99.61,83.01,153,0.511,606,376,12377,5070,162,4890,8747,5706,8026,999,6368,7267,8001,9990,7101,6031,6667,10719,6978,5.548
Lineups,-203084-1627734-1628368-1628370-1631099-,H. Barnes - D. Sabonis - D. Fox - M. Monk - K. Murray,1610612758,SAC,21,13,8,0.619,105,125.4,122.6,114.3,112.6,11.1,10,0.476,2.08,15.5,0.308,0.763,0.525,0.1,0.57,0.616,105.9,107.86,89.88,239,0.543,59,46,16639,6712,96,5267,9488,6193,9954,2159,8140,5783,6781,6097,8482,6474,6428,7633,6818,5.547666666666666
