GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,R
Lineups,-2738-201939-202691-203084-203110-,A. Iguodala - S. Curry - K. Thompson - H. Barnes - D. Green,1610612744,GSW,37,35,2,0.946,172,142,135.1,94.9,94.9,47.1,40.2,0.659,2.22,21.6,0.289,0.676,0.528,0.135,0.723,0.75,107.6,110.31,91.92,399,0.733,29,8,9128,3765,69,1988,5538,2602,4276,1320,2581,4654,6609,4498,7251,1897,2105,4280,3007,30.284
Lineups,-201587-202699-203954-1629001-1630178-,N. Batum - T. Harris - J. Embiid - D. Melton - T. Maxey,1610612755,PHI,14,12,2,0.857,219,136.1,135.2,102.2,101.3,33.9,34,0.658,3.22,21.6,0.318,0.769,0.566,0.097,0.623,0.672,102.9,103.73,86.44,474,0.657,183,79,12377,4848,36,3502,7749,3877,6523,1071,4330,5627,6242,4894,7871,4938,4515,8651,4507,27.511
Lineups,-201143-203935-1627759-1628369-1629057-,A. Horford - M. Smart - J. Brown - J. Tatum - R. Williams III,1610612738,BOS,34,27,7,0.794,443,119.6,118.8,94,94.2,25.6,24.6,0.633,2.18,20.7,0.264,0.764,0.542,0.134,0.597,0.616,98.8,99.08,82.57,911,0.64,8,6,17218,5963,4,5559,6811,5242,6713,2172,4489,6625,7212,5935,10439,5608,6078,11925,5394,24.6
Lineups,-2585-201142-201939-202691-203110-,Z. Pachulia - K. Durant - S. Curry - K. Thompson - D. Green,1610612744,GSW,43,36,7,0.837,532,120.3,121.3,97.1,98.2,23.1,23.2,0.776,2.4,24,0.267,0.779,0.543,0.146,0.605,0.637,103.6,102.65,85.54,1139,0.638,11,3,12638,3855,8,3373,5498,3730,2766,1223,2067,4959,4986,4236,8076,3342,3627,6774,3838,23.2
Lineups,-2738-101106-201939-202691-203110-,A. Iguodala - A. Bogut - S. Curry - K. Thompson - D. Green,1610612744,GSW,46,42,4,0.913,156,124,119.8,92.2,86.5,31.8,33.3,0.719,1.89,21.8,0.25,0.674,0.503,0.162,0.661,0.678,97.8,102.73,85.61,328,0.694,12,3,11570,3771,77,3245,4739,3118,3234,2213,2540,5120,6622,4828,8206,2624,2777,6667,3346,23.00933333333333
Lineups,-201142-201580-201939-202691-203110-,K. Durant - J. McGee - S. Curry - K. Thompson - D. Green,1610612744,GSW,24,20,4,0.833,126,124.4,127.8,92.2,91.5,32.1,36.3,0.727,3.31,23.8,0.248,0.762,0.529,0.105,0.61,0.635,107.2,106.2,88.5,277,0.672,87,31,11884,3856,97,2857,4974,2844,3179,570,2076,5666,5228,4540,6441,3305,3649,5480,3415,22.8955
Lineups,-201937-203109-203497-204060-1628378-,R. Rubio - J. Crowder - R. Gobert - J. Ingles - D. Mitchell,1610612762,UTA,20,15,5,0.75,194,114.8,114.9,87.3,84.6,27.5,30.3,0.633,1.85,17.4,0.303,0.756,0.536,0.13,0.535,0.591,101.2,102.78,85.65,416,0.688,110,58,13227,4358,53,4268,4757,3571,4913,2588,4997,4555,5954,4746,7933,5213,5151,7812,3591,22.357333333333337
Lineups,-201939-202691-203110-203952-1626172-,S. Curry - K. Thompson - D. Green - A. Wiggins - K. Looney,1610612744,GSW,27,14,13,0.519,331,128.6,128,105.9,106.1,22.6,21.9,0.783,2.97,25.4,0.247,0.749,0.525,0.127,0.65,0.67,103.7,103.81,86.51,710,0.605,29,34,16753,7035,17,4600,8636,5141,4056,1584,2233,7378,7580,6095,9631,4720,4949,9561,5598,21.9
Lineups,-2738-201142-201939-202691-203110-,A. Iguodala - K. Durant - S. Curry - K. Thompson - D. Green,1610612744,GSW,35,26,9,0.743,178,128.5,125.3,99.4,97.3,29.1,28,0.667,2.27,21,0.195,0.686,0.478,0.125,0.658,0.698,108.6,111.15,92.63,415,0.673,23,11,14715,4919,53,3565,6008,3980,4398,1696,3599,7194,7707,7984,8697,3450,3325,6046,3933,21.370833333333334
Lineups,-101108-201568-203471-203500-1628983-,C. Paul - D. Gallinari - D. Schroder - S. Adams - S. Gilgeous-Alexander,1610612760,OKC,39,23,16,0.59,177,132.2,127.9,103.2,98,29,29.9,0.444,1.67,13.6,0.34,0.693,0.537,0.106,0.602,0.671,104.9,109.42,91.18,405,0.684,6,7,13786,5556,45,3334,5733,3640,8005,2785,7243,3465,7100,4674,7001,4108,3621,6337,3638,20.865
Lineups,-2544-201567-202681-202684-202732-,L. James - K. Love - K. Irving - T. Thompson - D. Liggins,1610612739,CLE,12,10,2,0.833,181,126.2,129.6,97.9,98.1,28.3,31.5,0.58,1.87,19.1,0.355,0.802,0.586,0.145,0.617,0.646,99.8,98.35,81.96,372,0.639,378,187,9493,3856,57,2743,5496,3195,5011,2326,3725,3231,4516,3298,8069,3219,3461,8499,3826,20.708
Lineups,-201959-202710-203952-1626145-1626157-,T. Gibson - J. Butler - A. Wiggins - T. Jones - K. Towns,1610612750,MIN,21,12,9,0.571,261,118.3,118.8,94.9,95.1,23.4,23.7,0.608,2.82,19.2,0.315,0.779,0.549,0.097,0.536,0.575,94.3,94.04,78.36,516,0.645,91,98,13747,5432,34,3884,5717,4032,5139,1209,4226,4440,5649,4423,6639,5185,5491,11162,4097,20.704
Lineups,-2738-201142-201939-202691-203110-,A. Iguodala - K. Durant - S. Curry - K. Thompson - D. Green,1610612744,GSW,45,39,6,0.867,224,122.4,120.9,98.3,98.6,24,22.4,0.705,2.25,20.9,0.269,0.638,0.484,0.128,0.591,0.654,107,107.49,89.57,506,0.679,8,2,12479,3827,40,3391,5510,3770,3338,1351,2795,4952,7779,6887,7363,3590,3385,5072,3366,20.67666666666667
Lineups,-200755-203496-203954-203967-1627732-,J. Redick - R. Covington - J. Embiid - D. Saric - B. Simmons,1610612755,PHI,49,33,16,0.673,601,117.1,115.4,95.7,94.9,21.4,20.5,0.633,1.93,19.6,0.266,0.776,0.543,0.141,0.579,0.609,100.4,101.54,84.62,1274,0.624,3,2,13889,4678,6,4211,5699,4193,4916,2536,4131,5101,5765,4603,8227,4408,4735,8275,4356,20.5
Lineups,-201935-202699-203954-1629680-1630178-,J. Harden - T. Harris - J. Embiid - M. Thybulle - T. Maxey,1610612755,PHI,20,14,6,0.7,323,121.5,122.3,103.2,102.1,18.3,20.2,0.645,2.6,20.3,0.212,0.725,0.481,0.108,0.582,0.629,99.7,99.94,83.28,669,0.593,46,27,17121,6259,18,5062,9243,5543,6598,1736,4590,7903,8316,9401,9158,5977,5695,11479,6220,20.2
Lineups,-2733-2738-201939-203105-203110-,S. Livingston - A. Iguodala - S. Curry - F. Ezeli - D. Green,1610612744,GSW,20,18,2,0.9,76,132.7,127.1,84.7,84.1,48.1,43,0.597,1.59,17.7,0.419,0.656,0.551,0.159,0.614,0.66,106.6,109.3,91.08,170,0.765,152,47,9128,3774,198,2579,4530,2477,4968,2611,4246,2627,7514,4015,8157,3177,3124,4492,2739,19.78
Lineups,-1628392-1628404-1628973-1628978-1630540-,I. Hartenstein - J. Hart - J. Brunson - D. DiVincenzo - M. McBride,1610612752,NYK,14,7,7,0.5,172,136.3,138.2,106.9,107.1,29.4,31.1,0.665,3.9,23.6,0.288,0.694,0.5,0.089,0.663,0.679,95.2,94.51,78.76,338,0.625,183,280,15669,6304,45,3284,8142,4199,6509,874,3507,5936,7813,6096,7542,4163,4389,12765,4960,19.659333333333336
Lineups,-201144-203497-203903-1627777-1629671-,M. Conley - R. Gobert - J. Clarkson - G. Niang - M. Oni,1610612762,UTA,11,10,1,0.909,92,115.4,115.9,78.3,76.3,37.1,39.6,0.639,1.77,19.9,0.236,0.784,0.546,0.154,0.616,0.628,100.6,101.7,84.75,195,0.76,211,80,4787,4790,100,5133,4173,3363,5650,3085,4913,6195,6076,4803,9723,4500,5016,9384,3120,18.945
Lineups,-201572-202083-202339-203114-203507-,B. Lopez - W. Matthews - E. Bledsoe - K. Middleton - G. Antetokounmpo,1610612749,MIL,39,31,8,0.795,424,109.1,109.7,90.9,90.7,18.2,18.9,0.618,2.33,19.3,0.138,0.81,0.507,0.109,0.553,0.583,110.2,109.99,91.66,972,0.623,6,1,13655,4543,7,5226,5213,4361,5288,1486,4346,7328,5007,5176,7056,5146,5576,6149,4435,18.9
Lineups,-2544-2747-201567-202684-203521-,L. James - J. Smith - K. Love - T. Thompson - M. Dellavedova,1610612739,CLE,46,35,11,0.761,199,120.4,119.1,96.2,93.9,24.2,25.3,0.624,2.58,18.2,0.335,0.782,0.553,0.101,0.538,0.58,93.7,95.38,79.48,397,0.623,12,8,12650,3992,55,3262,5437,3469,4547,1045,4140,3356,4856,3983,6058,4407,4598,9472,4169,18.871666666666663
Lineups,-202711-203497-204060-1626220-1627777-,B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale - G. Niang,1610612762,UTA,11,7,4,0.636,85,130.9,132,87.2,89.3,43.6,42.7,0.69,2.23,23,0.275,0.745,0.546,0.149,0.673,0.702,101.1,99.45,82.87,175,0.714,211,190,14165,5762,113,3474,5293,3179,4532,1876,3139,5198,7111,4804,9646,3357,3493,10387,3640,18.829166666666666
Lineups,-2772-201569-201583-201935-203991-,T. Ariza - E. Gordon - R. Anderson - J. Harden - C. Capela,1610612745,HOU,25,21,4,0.84,217,121.4,121.2,100.4,99.1,21,22.1,0.635,1.94,19,0.283,0.769,0.535,0.137,0.584,0.623,99.2,99.96,83.3,453,0.603,59,23,12847,4198,43,3617,5947,4130,4908,2534,4243,4913,5848,4762,8160,4255,4419,8972,4614,18.7435
Lineups,-101139-1626153-1627751-1627783-1627832-,C. Miles - D. Wright - J. Poeltl - P. Siakam - F. VanVleet,1610612761,TOR,37,28,9,0.757,340,116.2,118,99.1,99.3,17.1,18.7,0.685,2.18,21.7,0.269,0.681,0.489,0.143,0.586,0.61,96.4,95.54,79.61,673,0.589,13,5,13747,4357,25,3955,5953,4360,3884,1584,2975,5052,7407,7386,8241,4249,4711,10706,4843,18.7
Lineups,-201950-1628369-1628436-1630202-1630573-,J. Holiday - J. Tatum - L. Kornet - P. Pritchard - S. Hauser,1610612738,BOS,22,16,6,0.727,96,125.5,126.6,94.4,92.9,31.1,33.7,0.552,3.43,17.5,0.358,0.682,0.521,0.074,0.531,0.568,95.9,96.26,80.22,188,0.639,59,35,15552,5293,115,4485,5608,3888,7864,1002,6865,4344,7955,5892,7132,6848,7331,12086,4725,18.593333333333334
Lineups,-2772-201583-201935-201976-203991-,T. Ariza - R. Anderson - J. Harden - P. Beverley - C. Capela,1610612745,HOU,42,32,10,0.762,505,122.7,125,107.3,106.7,15.4,18.3,0.67,2.2,20.6,0.294,0.761,0.517,0.134,0.594,0.623,100.3,99.61,83.01,1049,0.562,12,4,12848,4048,9,3183,7547,4048,3473,1379,2842,4569,5229,4732,7561,3565,3926,7989,4877,18.3
Lineups,-201144-202711-203497-204060-1626220-,M. Conley - B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale,1610612762,UTA,10,8,2,0.8,135,122.2,119.3,90.8,90.8,31.4,28.5,0.667,1.77,19.4,0.315,0.805,0.584,0.154,0.59,0.631,99.5,100.69,83.91,285,0.672,271,139,11786,4880,52,4723,5413,4102,4596,3083,5008,4692,5543,3921,9832,5006,4963,9855,4023,18.2625
Lineups,-201950-202324-1627742-1628366-1629627-,J. Holiday - D. Favors - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,22,10,12,0.455,282,111.9,115,96.6,96.8,15.3,18.1,0.674,1.86,20.9,0.334,0.757,0.565,0.164,0.566,0.585,108.8,107.18,89.31,628,0.627,42,98,13754,7131,19,4635,5673,4425,4040,2616,3315,3470,5820,4075,9073,4900,5501,7225,4369,18.1
Lineups,-203991-203992-1628381-1628989-1629027-,C. Capela - B. Bogdanovic - J. Collins - K. Huerter - T. Young,1610612737,ATL,14,11,3,0.786,164,125.9,128.2,99.5,97.4,26.4,30.8,0.59,2.76,21,0.311,0.735,0.549,0.11,0.617,0.635,98.8,98.94,82.45,337,0.63,129,59,15870,5966,44,4394,6995,4671,7436,1632,4415,5954,8161,5750,9191,5133,5553,11986,5589,18.000666666666667
Lineups,-200768-202335-202687-202709-203082-,K. Lowry - P. Patterson - B. Biyombo - C. Joseph - T. Ross,1610612761,TOR,42,34,8,0.81,297,111.1,113.3,94.7,94.3,16.4,19,0.57,1.55,16.5,0.32,0.691,0.515,0.147,0.531,0.573,91.2,90.55,75.45,558,0.629,19,11,12494,3886,27,3791,5489,3997,5241,2643,5161,4316,6506,4720,7839,4523,4736,10874,4088,17.978
Lineups,-201142-201566-201586-203460-203500-,K. Durant - R. Westbrook - S. Ibaka - A. Roberson - S. Adams,1610612760,OKC,59,43,16,0.729,816,113.3,114.3,95.6,96.5,17.7,17.8,0.619,1.82,19.4,0.337,0.734,0.555,0.152,0.546,0.58,97.9,97.03,80.86,1648,0.626,3,2,12748,4198,3,3737,5663,4076,4565,2270,3637,3352,5852,3977,7956,4260,4583,8850,4113,17.8
Lineups,-2585-2738-201939-202691-203110-,Z. Pachulia - A. Iguodala - S. Curry - K. Thompson - D. Green,1610612744,GSW,29,23,6,0.793,54,140.5,138.5,104.2,95.2,36.3,43.2,0.742,3.83,26.6,0.268,0.607,0.471,0.103,0.7,0.721,102.9,108.54,90.45,117,0.67,47,21,12479,4020,318,2130,5319,2512,3157,483,1282,4955,8030,7109,6404,2117,2412,4742,3425,17.601
Lineups,-202711-203497-204060-1626220-1628378-,B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,23,16,7,0.696,219,124.6,123.9,105.2,104.3,19.5,19.6,0.587,2,18.3,0.272,0.798,0.565,0.125,0.623,0.654,102.7,103.43,86.19,473,0.617,33,20,14679,5239,25,4243,7868,4769,6343,1974,5414,5285,5967,4429,8475,4456,4549,8631,4767,17.356333333333335
Lineups,-201142-201939-202691-203110-1626172-,K. Durant - S. Curry - K. Thompson - D. Green - K. Looney,1610612744,GSW,42,33,9,0.786,313,123.1,122.8,106,105.5,17.1,17.2,0.726,2.57,23,0.276,0.729,0.52,0.13,0.609,0.637,105.4,105.8,88.17,690,0.586,10,6,14715,4688,23,3946,8272,4806,4064,1423,2934,5398,7015,5285,8772,4195,4476,8162,5174,17.2
Lineups,-2738-201939-202691-203105-203110-,A. Iguodala - S. Curry - K. Thompson - F. Ezeli - D. Green,1610612744,GSW,34,32,2,0.941,126,122.2,114.3,92.3,90.2,29.9,24.1,0.697,2.02,20.5,0.276,0.753,0.545,0.14,0.621,0.649,105.4,110.21,91.85,293,0.686,37,12,9128,3766,107,3641,5114,3642,3429,1394,2857,4902,5158,4172,7363,3121,3241,4298,3420,17.192500000000003
Lineups,-202323-202329-203081-203468-203994-,E. Turner - A. Aminu - D. Lillard - C. McCollum - J. Nurkic,1610612757,POR,45,25,20,0.556,260,117.2,117.8,102.6,100,14.6,17.8,0.484,1.9,15.1,0.337,0.763,0.557,0.109,0.537,0.577,104.2,105.23,87.69,567,0.596,9,13,14832,5862,30,4511,6083,4759,8511,2847,6916,3627,6084,4404,7776,5643,5909,8429,5026,17.052000000000003
Lineups,-2772-201569-201583-201935-1626149-,T. Ariza - E. Gordon - R. Anderson - J. Harden - M. Harrell,1610612745,HOU,33,27,6,0.818,175,126.9,126.6,106.9,103.9,20,22.7,0.588,1.68,17.7,0.295,0.732,0.531,0.143,0.604,0.662,104.7,106.25,88.54,391,0.597,31,12,12479,3913,61,2925,7292,3749,4957,2496,4324,4540,6014,4485,8055,3346,3264,5455,4401,16.778333333333332
Lineups,-203935-1627759-1628369-1629057-1629684-,M. Smart - J. Brown - J. Tatum - R. Williams III - G. Williams,1610612738,BOS,22,17,5,0.773,109,128.5,126.8,96.8,95.8,31.8,31,0.561,1.94,19.4,0.307,0.75,0.551,0.14,0.63,0.654,103.5,104.66,87.21,235,0.642,33,16,16937,5978,82,4520,6909,4658,7767,3361,5723,6006,7273,5706,10588,4720,5147,9010,5375,16.64333333333333
Lineups,-1628378-1628386-1629622-1629731-1630171-,D. Mitchell - J. Allen - M. Strus - D. Wade - I. Okoro,1610612739,CLE,22,17,5,0.773,232,122.7,121.4,100.6,101.8,22.1,19.6,0.659,2.67,20.6,0.308,0.763,0.537,0.111,0.582,0.611,102.5,102.44,85.36,495,0.594,59,31,15354,5056,29,5184,7766,5104,6519,1799,4800,5715,6285,5584,8326,5766,6129,9359,5450,16.6075
Lineups,-200768-201942-201960-202335-202685-,K. Lowry - D. DeRozan - D. Carroll - P. Patterson - J. Valanciunas,1610612761,TOR,23,15,8,0.652,147,129,132.6,102.2,102.8,26.8,29.8,0.576,2.24,18.3,0.384,0.683,0.545,0.118,0.579,0.63,95,93.4,77.84,288,0.651,98,73,12734,4843,76,2623,7224,3290,5036,1353,3999,2992,6684,4215,6918,3843,3753,10346,3702,16.54
Lineups,-201937-1626162-1626164-1628969-1629028-,R. Rubio - K. Oubre Jr. - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,21,10,11,0.476,226,122.6,121.6,102.2,101.4,20.4,20.2,0.729,2.56,21.9,0.27,0.732,0.517,0.122,0.576,0.636,103,103.85,86.54,485,0.618,58,98,13738,7118,31,3921,7432,4219,3712,1271,3026,5113,6570,5032,7544,4708,4334,8539,4491,16.424166666666668
Lineups,-101108-200755-201599-201601-201933-,C. Paul - J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin,1610612746,LAC,18,14,4,0.778,273,111.2,110.7,91.7,93.3,19.5,17.4,0.671,2.23,21,0.274,0.769,0.534,0.134,0.557,0.57,97.3,96.72,80.6,552,0.622,193,90,11570,3972,34,4049,5370,4096,3523,1319,2771,4922,5014,4351,7231,4077,4840,8963,4184,16.368
Lineups,-2733-101106-201939-202691-203110-,S. Livingston - A. Bogut - S. Curry - K. Thompson - D. Green,1610612744,GSW,20,18,2,0.9,56,133.5,134.2,97,94.9,36.5,39.3,0.673,2.06,20,0.434,0.786,0.615,0.145,0.598,0.656,100.5,101.33,84.44,117,0.716,152,47,9128,3774,308,2006,5540,2695,3521,1386,2899,2482,4789,2714,7812,3476,3152,7158,3110,16.1965
Lineups,-1717-2734-200826-203939-1627812-,D. Nowitzki - D. Harris - J. Barea - D. Powell - Y. Ferrell,1610612742,DAL,34,15,19,0.441,231,113.3,112.2,93.9,91,19.4,21.1,0.702,2.48,21.2,0.211,0.768,0.512,0.117,0.569,0.608,96.4,98.39,81.99,477,0.658,25,58,13903,7080,38,4591,5383,4171,3761,1433,3126,6228,5852,5196,7369,4633,4748,9619,3970,16.180000000000003
Lineups,-101106-201575-201939-202691-203110-,A. Bogut - B. Rush - S. Curry - K. Thompson - D. Green,1610612744,GSW,31,27,4,0.871,254,111.7,112.2,95.2,95.6,16.5,16.6,0.708,1.82,21.9,0.192,0.726,0.492,0.167,0.609,0.624,105.7,105.33,87.77,551,0.594,44,15,11570,3807,40,3921,5598,4234,3355,2275,2522,6469,5992,6652,8729,3239,3736,5694,4538,16.110000000000003
Lineups,-201143-1627759-1628369-1628401-1629057-,A. Horford - J. Brown - J. Tatum - D. White - R. Williams III,1610612738,BOS,9,5,4,0.556,69,125.1,121.2,78,76.4,47.1,44.9,0.586,1.7,17.5,0.233,0.863,0.619,0.137,0.608,0.658,99.3,101.95,84.96,146,0.777,402,426,15955,6973,186,5424,4457,3452,7259,3546,6760,7454,5263,3717,9926,5511,5384,10511,3404,15.995333333333331
Lineups,-201586-201587-201976-202331-202695-,S. Ibaka - N. Batum - P. Beverley - P. George - K. Leonard,1610612746,LAC,19,14,5,0.737,264,118.2,118.3,102.4,101.7,15.8,16.7,0.632,2.19,19.9,0.261,0.81,0.524,0.128,0.583,0.605,98.2,98.55,82.12,540,0.562,48,31,14449,5167,18,4792,7725,4936,5719,1906,4907,5357,5517,5355,8811,5203,5629,10805,5678,15.64
Lineups,-201572-203081-203109-203507-1627736-,B. Lopez - D. Lillard - J. Crowder - G. Antetokounmpo - M. Beasley,1610612749,MIL,24,15,9,0.625,293,119.5,119.9,105.8,104.3,13.7,15.6,0.574,2.26,18.3,0.235,0.776,0.516,0.11,0.58,0.611,102.7,103.31,86.09,629,0.554,45,41,15795,5964,22,5492,7900,5468,7565,2266,6356,7265,6178,5972,8315,5782,6109,8864,6182,15.6
Lineups,-201152-201936-202709-203926-1627734-,T. Young - T. Evans - C. Joseph - D. McDermott - D. Sabonis,1610612754,IND,32,21,11,0.656,178,121.9,118.7,95.7,95.6,26.2,23.1,0.616,2.52,19.8,0.376,0.719,0.562,0.114,0.573,0.599,97.2,98.6,82.16,369,0.656,30,26,14767,5550,52,4426,5895,4348,5687,1433,4589,3301,7150,4362,8121,4860,5377,11346,4221,15.5155
Lineups,-101161-201158-203496-203967-1627732-,A. Johnson - M. Belinelli - R. Covington - D. Saric - B. Simmons,1610612755,PHI,18,13,5,0.722,104,116,113,83.2,80.9,32.9,32.1,0.76,2.39,23.3,0.282,0.838,0.568,0.143,0.583,0.591,104.8,107.68,89.74,231,0.652,140,82,13227,4576,116,4465,4428,3501,3150,1451,2474,4920,4624,4053,8242,4387,5159,5799,4024,15.1875
Lineups,-202683-203081-203496-1627884-1629018-,E. Kanter - D. Lillard - R. Covington - D. Jones Jr. - G. Trent Jr.,1610612757,POR,25,17,8,0.68,289,120.9,122.9,108,107.4,12.8,15.5,0.532,2.14,17.2,0.309,0.735,0.522,0.113,0.566,0.597,98.8,98.29,81.91,586,0.553,25,18,14735,5252,14,4314,8131,5094,6817,1940,5965,4741,7179,5370,8241,5479,5835,10900,5844,15.180333333333332
Lineups,-202331-202694-202695-202704-1627826-,P. George - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,1610612746,LAC,19,15,4,0.789,215,121.8,121.4,101.8,102.6,20,18.8,0.574,1.98,19.3,0.261,0.839,0.578,0.134,0.616,0.642,95.3,95.12,79.27,426,0.604,48,27,14165,4950,28,4439,7763,4815,6413,2963,5044,5359,5088,4058,8995,4497,4806,11987,4938,15.117
Lineups,-203497-203903-204060-1627777-1629671-,R. Gobert - J. Clarkson - J. Ingles - G. Niang - M. Oni,1610612762,UTA,22,19,3,0.864,118,118.5,120.1,100.3,96.4,18.2,23.7,0.532,1.61,16.9,0.333,0.737,0.553,0.145,0.612,0.627,100.1,101.36,84.47,249,0.604,36,14,13478,4810,64,4486,5852,4456,6816,3299,6043,3577,7157,4733,9571,4559,5035,9547,4950,15.1005
Lineups,-201572-203081-203114-203507-1627736-,B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - M. Beasley,1610612749,MIL,39,25,14,0.641,599,122.3,122,106.9,106.9,15.5,15.1,0.619,2.44,20.3,0.241,0.756,0.523,0.115,0.604,0.63,104.2,104.32,86.94,1302,0.581,13,15,15879,5943,7,5127,8136,5510,6911,2112,4855,7211,6339,5849,8678,5181,5527,8356,5661,15.1
Lineups,-203497-203937-1629638-1629675-1630162-,R. Gobert - K. Anderson - N. Alexander-Walker - N. Reid - A. Edwards,1610612750,MIN,35,23,12,0.657,99,120.8,117.3,92.4,86.4,28.4,30.9,0.632,1.9,18.3,0.352,0.757,0.578,0.136,0.592,0.631,100.6,105.52,87.93,214,0.679,20,18,15864,5927,108,5704,4987,4205,6736,3583,6351,4417,6332,4507,9594,5487,5500,7741,4132,15.074000000000002
Lineups,-201144-203497-203903-204060-1627777-,M. Conley - R. Gobert - J. Clarkson - J. Ingles - G. Niang,1610612762,UTA,34,23,11,0.676,302,119.6,116.5,103.2,101.5,16.4,15,0.643,2.22,19.3,0.27,0.754,0.524,0.12,0.584,0.615,102.8,104.98,87.48,661,0.578,11,9,14792,5253,13,5115,7722,5146,5609,1880,5049,5287,6369,5321,8397,5058,5347,7918,5384,15
Lineups,-203115-203999-1627750-1628420-1629008-,W. Barton - N. Jokic - J. Murray - M. Morris - M. Porter Jr.,1610612743,DEN,12,8,4,0.667,151,125.2,125.5,105.2,101.9,20,23.6,0.604,2.91,21.4,0.252,0.78,0.538,0.104,0.617,0.636,99.8,101.28,84.4,318,0.592,172,139,14165,5255,45,3890,7733,4464,5967,1406,3656,5409,6099,5067,7795,4495,4875,9578,5189,14.764
Lineups,-200752-201144-203497-203903-204060-,R. Gay - M. Conley - R. Gobert - J. Clarkson - J. Ingles,1610612762,UTA,25,19,6,0.76,226,116,114.2,99.7,97.3,16.4,16.9,0.596,1.7,16.9,0.319,0.748,0.542,0.138,0.548,0.589,99.1,101.16,84.3,479,0.588,21,12,17121,5983,30,6250,6990,5853,7414,3592,6915,5882,8085,5934,10531,6715,6869,10800,6271,14.742166666666666
Lineups,-203501-203939-1627827-1628467-1629029-,T. Hardaway Jr. - D. Powell - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,11,9,2,0.818,97,127.3,128.3,96.2,93.5,31.1,34.8,0.543,2.13,18.5,0.299,0.752,0.559,0.121,0.626,0.646,97.1,98.11,81.76,198,0.666,280,134,10647,4450,99,3323,5446,3248,6191,1579,4623,4693,5838,4161,7523,3639,4119,10801,3997,14.7
Lineups,-201976-202331-202694-202695-1627826-,P. Beverley - P. George - M. Morris Sr. - K. Leonard - I. Zubac,1610612746,LAC,11,8,3,0.727,147,119.2,121.9,98.6,99,20.6,22.9,0.611,2.35,18.7,0.298,0.772,0.53,0.113,0.563,0.598,99.3,98.05,81.71,302,0.595,280,176,12228,4761,55,3908,5765,4099,5354,1427,4591,4695,5668,4786,7343,4932,5215,10816,4816,14.655333333333331
Lineups,-201144-203497-204060-1626220-1628378-,M. Conley - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,15,9,6,0.6,59,132.5,130.2,95.4,94.4,37.1,35.8,0.571,2.15,16.5,0.327,0.746,0.569,0.103,0.607,0.673,101.3,102.78,85.65,126,0.74,101,100,14594,5818,191,3563,5709,3525,6416,1925,6834,4635,7106,4388,7776,4634,4082,8995,3346,14.628
Lineups,-2546-201566-202331-203460-203500-,C. Anthony - R. Westbrook - P. George - A. Roberson - S. Adams,1610612760,OKC,31,19,12,0.613,539,110,110.4,95.9,95.9,14.1,14.6,0.55,1.58,17,0.37,0.775,0.568,0.152,0.53,0.554,97.4,97.26,81.05,1093,0.588,32,28,13846,5262,7,4772,5793,4675,5920,2955,5141,3165,5776,4056,8795,5286,6042,10057,4844,14.6
Lineups,-200765-201950-202703-202734-203076-,R. Rondo - J. Holiday - N. Mirotic - E. Moore - A. Davis,1610612740,NOP,21,15,6,0.714,204,114.1,114.6,97.4,95.8,16.8,18.9,0.603,2.03,19.2,0.263,0.732,0.513,0.131,0.57,0.593,105.2,105.85,88.2,451,0.598,91,58,13457,4578,45,4278,5783,4353,5156,1648,4222,5110,6768,5181,7972,4624,5111,6511,4759,14.479666666666668
Lineups,-101108-200755-201599-201601-201933-,C. Paul - J. Redick - D. Jordan - L. Mbah a Moute - B. Griffin,1610612746,LAC,46,32,14,0.696,871,115.6,116,99.9,101.6,15.8,14.4,0.653,2.06,20,0.263,0.745,0.526,0.135,0.573,0.606,97.3,96.3,80.25,1746,0.616,6,4,12953,4340,3,3902,7156,4340,4252,1444,2902,5015,5892,4600,7577,3909,4244,9302,4107,14.4
